year,latitude,longitude,ridership,ridership_coords
2024,40.852462,-73.828121,180810.1237,POINT (-73.828121 40.852462)
2024,40.853453,-73.907684,288402.1481,POINT (-73.907684 40.853453)
2024,40.854364,-73.860495,77639.2064,POINT (-73.860495 40.854364)
2024,40.855225,-73.929412,225395.3674,POINT (-73.929412 40.855225)
2024,40.856093,-73.900741,123599.0399,POINT (-73.900741 40.856093)
2024,40.857192,-73.867615,238613.4731,POINT (-73.867615 40.857192)
2024,40.858407,-73.903879,161954.3864,POINT (-73.903879 40.858407)
2024,40.858985,-73.855359,84811.6731,POINT (-73.855359 40.858985)
2024,40.859022,-73.93418,148825.9954,POINT (-73.93418 40.859022)
2024,40.860531,-73.925536,210375.8746,POINT (-73.925536 40.860531)
2024,40.861296,-73.897749,247260.695,POINT (-73.897749 40.861296)
2024,40.862803,-73.901034,284836.1859,POINT (-73.901034 40.862803)
2024,40.864621,-73.918822,186634.3051,POINT (-73.918822 40.864621)
2024,40.865462,-73.867352,119917.7114,POINT (-73.867352 40.865462)
2024,40.865491,-73.927271,213872.5265,POINT (-73.927271 40.865491)
2024,40.866978,-73.893509,169501.5957,POINT (-73.893509 40.866978)
2024,40.86776,-73.897174,247994.4091,POINT (-73.897174 40.86776)
2024,40.868072,-73.919899,293322.8054,POINT (-73.919899 40.868072)
2024,40.869444,-73.915279,76362.3003,POINT (-73.915279 40.869444)
2024,40.869526,-73.846384,124311.3539,POINT (-73.846384 40.869526)
2024,40.871356,-73.867164,74248.9073,POINT (-73.867164 40.871356)
2024,40.873244,-73.887138,178274.0724,POINT (-73.887138 40.873244)
2024,40.873412,-73.890064,161812.7813,POINT (-73.890064 40.873412)
2024,40.874561,-73.909831,146645.3441,POINT (-73.909831 40.874561)
2024,40.874811,-73.878855,193319.751,POINT (-73.878855 40.874811)
2024,40.87785,-73.866256,184882.098,POINT (-73.866256 40.87785)
2024,40.878663,-73.838591,77348.6937,POINT (-73.838591 40.878663)
2024,40.878856,-73.904834,263048.8112,POINT (-73.904834 40.878856)
2024,40.87975,-73.884655,222080.8811,POINT (-73.884655 40.87975)
2024,40.883895,-73.862633,62673.9968,POINT (-73.862633 40.883895)
2024,40.884667,-73.90087,136508.929,POINT (-73.90087 40.884667)
2024,40.886037,-73.878751,199794.3809,POINT (-73.878751 40.886037)
2024,40.888022,-73.860341,80375.1699,POINT (-73.860341 40.888022)
2024,40.8883,-73.830834,112251.6424,POINT (-73.830834 40.8883)
2024,40.889248,-73.898583,214321.2911,POINT (-73.898583 40.889248)
2024,40.893193,-73.857473,108435.0104,POINT (-73.857473 40.893193)
2024,40.898379,-73.854376,76878.6708,POINT (-73.854376 40.898379)
2024,40.903125,-73.85062,129961.1384,POINT (-73.85062 40.903125)
