address,rest_coords
1352040TH RD11354.0,POINT (-73.830118577915 40.75884874404)
2558STEINWAY ST11103.0,POINT (-73.912031936068 40.767540100239)
920EAST  174 STREET10460.0,POINT (-73.887563379774 40.837290271277)
229EAST   53 STREET10022.0,POINT (-73.968603896078 40.757372741623)
1260MYRTLE AVENUE11221.0,POINT (-73.926895773781 40.697899357945)
78-80BAYARD ST10013.0,POINT (-73.998683331195 40.71570053367)
320EAST    6 STREET10003.0,POINT (-73.987848488752 40.72709342647)
41WEST   33 STREET10001.0,POINT (-73.987097460886 40.748631505133)
552WEST   38 STREET10018.0,POINT (-73.999397195068 40.757980881908)
3723DITMARS BOULEVARD11105.0,POINT (-73.90726515828 40.773709307149)
220WEST   13 STREET10011.0,POINT (-74.000772225219 40.738097829801)
100PEARL STREET10004.0,POINT (-74.009784953715 40.704279137344)
10206ATLANTIC AVE11416.0,POINT (-73.842540542154 40.689931538649)
1929BRUCKNER BOULEVARD10472.0,POINT (-73.858349791334 40.826465641093)
3907BELL BLVD11361.0,POINT (-73.771775642285 40.765112660451)
195BROADWAY10007.0,POINT (-74.009378280217 40.710529012969)
118NASSAU STREET10038.0,POINT (-74.006957997616 40.710864047242)
193WEST  237 STREET10463.0,POINT (-73.900629616014 40.884248201934)
158NORMAN AVENUE11222.0,POINT (-73.948078626528 40.726629432219)
7901NEW UTRECHT AVENUE11214.0,POINT (-74.000925637561 40.612296529173)
341514 AVENUE11218.0,POINT (-73.981356489665 40.641905739708)
1391CONEY ISLAND AVENUE11230.0,POINT (-73.964967413218 40.623739671465)
1932 AVENUE10003.0,POINT (-73.985895757835 40.731048410289)
10651 AVENUE10022.0,POINT (-73.962372801246 40.759072618361)
535EAST  180 STREET10457.0,POINT (-73.893826694912 40.850594481492)
2905BROADWAY10025.0,POINT (-73.965167169426 40.806283250562)
1866FLUSHING AVENUE11385.0,POINT (-73.919417277858 40.711881702702)
4304NATIONAL ST11368.0,POINT (-73.863778250687 40.746753546645)
606A5 AVENUE11215.0,POINT (-73.990920281379 40.663782791875)
1248CASTLE HILL AVENUE10462.0,POINT (-73.851342741367 40.83325551667)
8419ROOSEVELT AVE11372.0,POINT (-73.881810474986 40.747857720371)
45-58VERNON BOULEVARD11101.0,POINT (-73.952595435763 40.747244567595)
4128MAIN ST11355.0,POINT (-73.829075639723 40.757348554116)
8212ROOSEVELT AVENUE11372.0,POINT (-73.883712832554 40.747640083072)
7845SPRINGFIELD BLVD11364.0,POINT (-73.747267172662 40.736707810284)
3519DITMARS BLVD11105.0,POINT (-73.908697122378 40.774720525495)
148MULBERRY STREET10013.0,POINT (-73.997474758979 40.718928360738)
55WATER STREET11201.0,POINT (-73.992047363499 40.703293906326)
2300SOUTHERN BOULEVARD10460.0,POINT (-73.88245508146 40.850536751997)
60HENRY STREET11201.0,POINT (-73.992199328813 40.699152056772)
2124NOSTRAND AVENUE11210.0,POINT (-73.947751456079 40.633488072617)
188GRAND STREET11211.0,POINT (-73.960706412943 40.714244571684)
4297 AVENUE10001.0,POINT (-73.990843427945 40.75066573311)
4151BROADWAY10033.0,POINT (-73.938344941647 40.846573016652)
1426CORNAGA AVE11691.0,POINT (-73.749562889512 40.602621728524)
104MOTT STREET10013.0,POINT (-73.997373809161 40.717415991334)
79173 AVENUE11209.0,POINT (-74.029043943989 40.628363562684)
17072 AVENUE10128.0,POINT (-73.95062623183 40.779420536126)
663WASHINGTON AVENUE11238.0,POINT (-73.963662905155 40.677325610432)
166SOUTH    4 STREET11211.0,POINT (-73.961299722045 40.711288656873)
280WATCHOGUE ROAD10314.0,POINT (-74.138702432478 40.616137572684)
2539STEINWAY ST11103.0,POINT (-73.911999433988 40.767548309597)
2977 AVENUE10001.0,POINT (-73.993911644329 40.74646096273)
10214ATLANTIC AVE11416.0,POINT (-73.842533323834 40.689934273512)
21165JAMAICA AVENUE11428.0,POINT (-73.747553361498 40.715540714567)
6128 AVENUE10018.0,POINT (-73.990889656251 40.755702371662)
58244 AVENUE11220.0,POINT (-74.017429170005 40.64180711877)
116WEST   31 STREET10001.0,POINT (-73.98991984396 40.748200860278)
1101EAST TREMONT AVENUE10460.0,POINT (-73.877117718293 40.83999137684)
355AMSTERDAM AVENUE10024.0,POINT (-73.979342023471 40.781734888276)
412GREENWICH STREET10013.0,POINT (-74.009877710649 40.72168919929)
1599WESTCHESTER AVENUE10472.0,POINT (-73.87570682252 40.829178325164)
800WASHINGTON STREET10014.0,POINT (-74.00810845598 40.738844121535)
1344UTICA AVENUE11203.0,POINT (-73.929078735477 40.639436956954)
63910 AVENUE10036.0,POINT (-73.99392828977 40.761757510607)
486KINGS HIGHWAY11223.0,POINT (-73.971758876462 40.604223379438)
105BOWERY10002.0,POINT (-73.995191308266 40.717704121238)
3495 AVENUE11215.0,POINT (-73.984048178714 40.671857176505)
637AVANDERBILT AVENUE11238.0,POINT (-73.968713495874 40.678035252538)
737FULTON STREET11217.0,POINT (-73.975062772125 40.686570315273)
2611 AVENUE10003.0,POINT (-73.981894039686 40.7320908592)
80LAFAYETTE AVENUE11217.0,POINT (-73.974759666594 40.687160375382)
14906NORTHERN BLVD11354.0,POINT (-73.816867655929 40.765330708927)
254EAST  204 STREET10458.0,POINT (-73.884195887555 40.874121253704)
136-20ROOSEVELT AVENUE11354.0,POINT (-73.829235428489 40.759777908235)
1669 AVENUE10011.0,POINT (-74.002605617769 40.744715426101)
1607WESTCHESTER AVENUE10472.0,POINT (-73.875215114828 40.829323263464)
36-1630 AVENUE11103.0,POINT (-73.917183272444 40.764906220277)
117WEST   57 STREET10019.0,POINT (-73.977914191497 40.764626562701)
206EAST  198 STREET10458.0,POINT (-73.890545243455 40.869889614104)
1167WILLMOHR STREET11212.0,POINT (-73.915712246315 40.658311999386)
24825NORTHERN BLVD11362.0,POINT (-73.738619161173 40.767484781581)
835EAST  152 STREET10455.0,POINT (-73.904241020969 40.815234909866)
62178 AVENUE11220.0,POINT (-74.010887930884 40.634196646744)
128EAST    4 STREET10003.0,POINT (-73.987484414782 40.725358695043)
395EAST  151 STREET10455.0,POINT (-73.917500390725 40.817613913943)
614MELROSE AVENUE10455.0,POINT (-73.917056012909 40.817610849158)
3301FORT HAMILTON PARKWAY11218.0,POINT (-73.981877557793 40.647082480492)
122-126ST MARKS PLACE10009.0,POINT (-73.984511116235 40.727249476024)
16052 AVENUE10028.0,POINT (-73.953026119939 40.776127837932)
4316QUEENS BLVD11104.0,POINT (-73.921237503768 40.743439553658)
13503ROOSEVELT AVE11354.0,POINT (-73.83162329387 40.759051329449)
8340PARSONS BOULEVARD11432.0,POINT (-73.807588360834 40.714828232115)
1679 AVENUE10011.0,POINT (-74.002796879278 40.74448760634)
9529CHURCH AVENUE11212.0,POINT (-73.91603318187 40.655331403461)
2014FRANCIS LEWIS BLVD11357.0,POINT (-73.802387614029 40.779960976523)
4370AMBOY ROAD10312.0,POINT (-74.160988375844 40.545092373758)
430643 AVE11104.0,POINT (-73.920953933554 40.745187772881)
16719HILLSIDE AVE11432.0,POINT (-73.795375121108 40.709825320658)
356276TH ST11372.0,POINT (-73.890203886873 40.750805700657)
6846 AVENUE10010.0,POINT (-73.993504273784 40.741918358875)
500WEST  145 STREET10031.0,POINT (-73.948019333313 40.825391166944)
2965 AVENUE11215.0,POINT (-73.982558865107 40.673674001648)
404HUNTS POINT AVENUE10474.0,POINT (-73.880739483554 40.809613627198)
214STANHOPE STREET11237.0,POINT (-73.92057068926 40.700541111524)
135WEST   50 STREET10020.0,POINT (-73.981532569014 40.760367337647)
225MURRAY ST10282.0,POINT (-74.014797064384 40.715123185225)
114MONTAGUE STREET11201.0,POINT (-73.994864794383 40.694930747545)
11620JAMAICA AVENUE11418.0,POINT (-73.833094977703 40.699203758438)
11116ATLANTIC AVENUE11419.0,POINT (-73.834580274446 40.692184770551)
99MARGARET CORBIN DRIVE10034.0,POINT (-73.930912421751 40.86509298606)
1006EAST  233 STREET10466.0,POINT (-73.848371363329 40.890515006839)
311336TH AVE11106.0,POINT (-73.929556415379 40.756493560507)
87CHRISTOPHER STREET10014.0,POINT (-74.00379229979 40.733472842136)
661318 AVENUE11204.0,POINT (-73.990922879309 40.61837861669)
254-41HORACE HARDING EXPRESSWAY11362.0,POINT (-73.726713344799 40.763872379501)
1114NOSTRAND AVENUE11225.0,POINT (-73.950624460106 40.660530930419)
1653BATH AVENUE11214.0,POINT (-74.009014155533 40.605612624751)
690EAST  187 STREET10458.0,POINT (-73.884642813388 40.854192211048)
317EAST  170 STREET10456.0,POINT (-73.910222641998 40.837359616759)
1503AVENUE U11229.0,POINT (-73.956262561043 40.598852449746)
18103 AVENUE10029.0,POINT (-73.947257743984 40.788040307017)
240EAST  174 STREET10457.0,POINT (-73.907111597861 40.844699316794)
166NORTH    4 STREET11211.0,POINT (-73.958930695428 40.715794743939)
721LYDIG AVENUE10462.0,POINT (-73.866549887145 40.854477291223)
949COLUMBUS AVENUE10025.0,POINT (-73.962591805711 40.799590746045)
8846 AVENUE10001.0,POINT (-73.988974276366 40.748134899039)
2505EMMONS AVENUE11235.0,POINT (-73.943380399357 40.583662634517)
24808UNION TPKE11426.0,POINT (-73.72179271961 40.742412892085)
8353 AVENUE10022.0,POINT (-73.970401942955 40.756302763296)
8805ASTORIA BLVD11369.0,POINT (-73.88111027726 40.763996197643)
2376RYER AVENUE10458.0,POINT (-73.898074991117 40.859296388527)
568UNION STREET11215.0,POINT (-73.984933568321 40.678134599511)
278SMITH STREET11231.0,POINT (-73.993391110412 40.682417248612)
8000UTOPIA PARKWAY11432.0,POINT (-73.791693405277 40.725592918592)
405BROADWAY10013.0,POINT (-74.00237733041 40.718826807491)
1195WALTON AVENUE10452.0,POINT (-73.91966540035 40.834753615926)
172BEDFORD AVENUE11249.0,POINT (-73.957439390516 40.718108040052)
970357TH AVE11368.0,POINT (-73.86386998981 40.737218338165)
1854WESTCHESTER AVENUE10472.0,POINT (-73.863934294693 40.832587678684)
309EAST   83 STREET10028.0,POINT (-73.952672573186 40.775718724224)
214EAST   10 STREET10003.0,POINT (-73.985755412396 40.729313701203)
1905WHITE PLAINS ROAD10462.0,POINT (-73.867225234951 40.847577806948)
910SEVENTH AVENUE10019.0,POINT (-73.979801832419 40.765856561697)
328WEST   45 STREET10036.0,POINT (-73.989391101523 40.759566863702)
9193 AVENUE10022.0,POINT (-73.96833955616 40.759134804339)
19630NORTHERN BLVD11358.0,POINT (-73.784896214219 40.757878094336)
4656 AVENUE10011.0,POINT (-73.998213848434 40.735484803245)
17262 AVENUE10128.0,POINT (-73.950029860276 40.780208022459)
10309101ST AVE11416.0,POINT (-73.839748123366 40.686043807579)
255BERRY STREET11249.0,POINT (-73.96289563947 40.714895811137)
11661 AVENUE10065.0,POINT (-73.959750018443 40.762637169816)
803FOREST AVENUE10310.0,POINT (-74.11561493311 40.629011555919)
500AVENUE OF THE AMERICAS10011.0,POINT (-73.997492134944 40.736439967646)
7614LIBERTY AVE11417.0,POINT (-73.861216344137 40.679215353276)
160EAST BROADWAY10002.0,POINT (-73.990412005483 40.714036810629)
9PENN PLAZA10001.0,POINT (-73.993528617509 40.75132740329)
290MADISON AVENUE10017.0,POINT (-73.980004612489 40.751828134763)
2655RICHMOND AVENUE10314.0,POINT (-74.169052592685 40.582297419955)
20183 AVENUE10029.0,POINT (-73.942427370666 40.794661070655)
17CLINTON STREET10002.0,POINT (-73.984195156516 40.720785507218)
631GRAND STREET11211.0,POINT (-73.946795619535 40.711367932672)
8925AQUEENS BLVD11373.0,POINT (-73.873686700036 40.734465586593)
1687 AVENUE SOUTH10014.0,POINT (-74.001778932586 40.735402460431)
3118AVENUE U11229.0,POINT (-73.934567171971 40.602017824335)
7716WOODSIDE AVE11373.0,POINT (-73.887751034566 40.743565385166)
739GRAND STREET11211.0,POINT (-73.943300077281 40.711701119537)
275PARK AVENUE11205.0,POINT (-73.967561852056 40.696004969166)
17161 AVENUE10128.0,POINT (-73.948023423375 40.778703006278)
44WEST   30 STREET10001.0,POINT (-73.988685765641 40.746872280665)
34NORTH    6 STREET11249.0,POINT (-73.962622249755 40.71994884089)
303047TH AVE11101.0,POINT (-73.936568040473 40.743160853683)
192-12NORTHERN BOULEVARD11358.0,POINT (-73.789206226704 40.757836686507)
31CORSON AVENUE10301.0,POINT (-74.079848370882 40.638138289276)
2680BROADWAY10025.0,POINT (-73.968891379501 40.79860451602)
2281CHURCH AVENUE11226.0,POINT (-73.957461093571 40.650452096542)
358WEST   44 STREET10036.0,POINT (-73.990452406045 40.759193669729)
76TRINITY PLACE10006.0,POINT (-74.012534034785 40.708423473061)
237EAST TREMONT AVENUE10457.0,POINT (-73.904589893514 40.848954335978)
1480WILLIAMSBRIDGE ROAD10461.0,POINT (-73.845777864593 40.844021289986)
376376 STREET11372.0,POINT (-73.889628500162 40.747379684044)
3305 STREET11215.0,POINT (-73.98484487166 40.671843560742)
351BROOME STREET10013.0,POINT (-73.995075717108 40.719776416044)
1792UTICA AVENUE11234.0,POINT (-73.927944462124 40.628794723592)
353ONDERDONK AVENUE11385.0,POINT (-73.914750491984 40.708441875227)
2160BATH AVENUE11214.0,POINT (-73.997861019866 40.598890977418)
766EAST   80 STREET11236.0,POINT (-73.913564662488 40.635745546659)
224DEKALB AVENUE11205.0,POINT (-73.970424497398 40.689503375828)
311BROADWAY10007.0,POINT (-74.005205334775 40.715494565459)
14821 AVENUE10075.0,POINT (-73.953524244769 40.771171012287)
1599ST NICHOLAS AVENUE10040.0,POINT (-73.929719380597 40.854815990249)
10255QUEENS BOULEVARD11375.0,POINT (-73.850768939409 40.725377578488)
678ALLERTON AVENUE10467.0,POINT (-73.868100616618 40.865397629983)
1921KINGS HIGHWAY11229.0,POINT (-73.954360538415 40.610379811121)
401082ND ST11373.0,POINT (-73.883879516182 40.747258729701)
1425COLLEGE POINT BLVD11356.0,POINT (-73.845774892794 40.784731980062)
69055 AVENUE11209.0,POINT (-74.021065808765 40.633300427927)
8663 AVENUE10022.0,POINT (-73.969600114199 40.757427905043)
140EAST   41 STREET10017.0,POINT (-73.976110653752 40.750578524012)
3801DITMARS BLVD11105.0,POINT (-73.906673632962 40.773288879948)
3304BROADWAY11106.0,POINT (-73.923649480608 40.761144895064)
27111UNION TPKE11040.0,POINT (-73.702815096973 40.751867722884)
2868 AVENUE10001.0,POINT (-73.997809355437 40.746200350988)
6006KISSENA BLVD11355.0,POINT (-73.815130157172 40.739807085148)
4937 AVENUE11215.0,POINT (-73.985953741667 40.661644108458)
142ROCKAWAY AVENUE11233.0,POINT (-73.910888054537 40.678449535312)
251BROOME STREET10002.0,POINT (-73.989895568829 40.718005701406)
9804101ST AVE11416.0,POINT (-73.843193921 40.685049473493)
62CHELSEA PIERS10011.0,POINT (-74.008495743918 40.747992386672)
1227BROADWAY10001.0,POINT (-73.988490921674 40.746627977497)
80155 AVENUE11209.0,POINT (-74.02421908705 40.625586963582)
1077RUTLAND ROAD11212.0,POINT (-73.924182715269 40.664101167635)
958LEXINGTON AVENUE10021.0,POINT (-73.963237221916 40.769017155846)
2157KNAPP STREET11229.0,POINT (-73.934064845679 40.6001675494)
144WEST   37 STREET10018.0,POINT (-73.988179514307 40.752433115397)
73-11YELLOWSTONE BOULEVARD11375.0,POINT (-73.857009087409 40.717661742205)
140EAST   52 STREET10022.0,POINT (-73.971144938087 40.757603968478)
232NEPTUNE AVENUE11235.0,POINT (-73.961803595678 40.581548543824)
4029EAST TREMONT AVENUE10465.0,POINT (-73.817545148322 40.819584636257)
468FOREST AVENUE10310.0,POINT (-74.106214588576 40.630557739045)
124LUDLOW STREET10002.0,POINT (-73.988524446734 40.719718307529)
120MONTAGUE STREET11201.0,POINT (-73.994698913437 40.694886823634)
82-67BROADWAY11373.0,POINT (-73.880854236881 40.741735906203)
5905 AVENUE10036.0,POINT (-73.978284885382 40.757059334603)
4147THROGS NECK EXPRESSWAY10465.0,POINT (-73.810444598449 40.819954657982)
2904172ND ST11358.0,POINT (-73.793254270874 40.770044532386)
110ATLANTIC AVENUE11201.0,POINT (-73.996466159306 40.690808159112)
6010kissena blvd11355.0,POINT (-73.815130157172 40.739807085148)
1592WESTCHESTER AVENUE10472.0,POINT (-73.87584424288 40.829120834171)
334MARCUS GARVEY BOULEVARD11221.0,POINT (-73.938598813189 40.685713937427)
1058BFLUSHING AVENUE11237.0,POINT (-73.929153474875 40.704540379373)
1293MYRTLE AVENUE11221.0,POINT (-73.926787553214 40.697926736619)
2335RICHMOND AVENUE10314.0,POINT (-74.1649133005 40.591336573073)
1191CASTLE HILL AVENUE10462.0,POINT (-73.850999305895 40.831707036899)
7138 AVENUE10036.0,POINT (-73.988514042648 40.759004103738)
4953 AVENUE10016.0,POINT (-73.978396993276 40.74532275907)
604PARKSIDE AVENUE11226.0,POINT (-73.953691269842 40.656025283219)
1834COLLEGE PT BLVD11356.0,POINT (-73.845880141721 40.78295077428)
320COLUMBUS AVENUE10023.0,POINT (-73.977306253658 40.779456358561)
73023 AVENUE11209.0,POINT (-74.027287676331 40.632719965457)
1316OAKPOINT AVENUE10474.0,POINT (-73.884668390877 40.81042459575)
1065AVENUE OF THE AMERICAS10018.0,POINT (-73.984916401786 40.753741983468)
32WEST   39 STREET10018.0,POINT (-73.983465849003 40.752064735112)
26PELL STREET10013.0,POINT (-73.998199974185 40.714860627928)
11331 AVENUE10065.0,POINT (-73.960537600428 40.761575221887)
1034AMSTERDAM AVENUE10025.0,POINT (-73.963442017109 40.803565414838)
91024 AVENUE11209.0,POINT (-74.029907958454 40.61901460571)
1875UTICA AVENUE11234.0,POINT (-73.927687487521 40.62657677588)
4024WHITE PLAINS ROAD10466.0,POINT (-73.859731221211 40.889107658721)
52WEST   13 STREET10011.0,POINT (-73.995781762977 40.735998010493)
752A61 STREET11220.0,POINT (-74.011219622742 40.635536068569)
2551STEINWAY STREET11103.0,POINT (-73.912010278937 40.76753733888)
3036WESTCHESTER AVENUE10461.0,POINT (-73.831296204969 40.84794513154)
14924GUY R BREWER BLVD11434.0,POINT (-73.767556750032 40.657604936216)
86103 AVENUE11209.0,POINT (-74.031134665916 40.623296142474)
67WEST   23 STREET10010.0,POINT (-73.991577147741 40.742395822291)
241ROCKAWAY PARKWAY11212.0,POINT (-73.920653278995 40.661601028928)
20STONE STREET10004.0,POINT (-74.012021053653 40.704009937179)
48WEST   48 STREET10036.0,POINT (-73.980089352483 40.758102670356)
4933BROADWAY10034.0,POINT (-73.921596107905 40.867560009695)
207EAST  117 STREET10035.0,POINT (-73.939083158294 40.798444354967)
934CEAST  163 STREET10459.0,POINT (-73.896580294601 40.820981252654)
55245 AVENUE11220.0,POINT (-74.013425965719 40.642123307766)
200MADISON AVENUE10016.0,POINT (-73.98241287589 40.748521092266)
246EAST   45 STREET10017.0,POINT (-73.971977414528 40.752227190213)
2267 AVENUE11215.0,POINT (-73.978879253528 40.67013811013)
4916ARTHUR KILL ROAD10309.0,POINT (-74.239266119107 40.522513916389)
1931FLATBUSH AVENUE11210.0,POINT (-73.936920729601 40.622681894707)
550SOUTHERN BOULEVARD10455.0,POINT (-73.903439628796 40.812319318786)
1600SHEEPSHEAD BAY RD11235.0,POINT (-73.953692335553 40.587257454819)
3EAST   31 STREET11226.0,POINT (-73.948548905256 40.650533529066)
486BAY RIDGE AVENUE11220.0,POINT (-74.021527097662 40.63368735652)
23VANDERBILT AVENUE10017.0,POINT (-73.977965000844 40.752944878702)
3915BELL BLVD11361.0,POINT (-73.771743360157 40.765052211385)
115DELANCEY STREET10002.0,POINT (-73.988084546292 40.718502330547)
2311RICHMOND AVENUE10314.0,POINT (-74.164614990509 40.591553841074)
304BLEECKER STREET10014.0,POINT (-74.003817509114 40.732627453756)
26GREENWICH AVENUE10011.0,POINT (-74.000169592997 40.735018207101)
7659 AVENUE10019.0,POINT (-73.988336232021 40.764334406058)
101BW 14TH ST10011.0,POINT (-73.996889471877 40.737587264186)
3566 AVENUE11215.0,POINT (-73.981860345891 40.670536613424)
1087BROADWAY11221.0,POINT (-73.930646425188 40.694396612715)
639WILSON AVENUE11207.0,POINT (-73.905897202715 40.68942739593)
77VARET STREET11206.0,POINT (-73.942171344024 40.703087465304)
1505SHEEPSHEAD BAY ROAD11235.0,POINT (-73.953969516648 40.587323441547)
526MORRIS AVENUE10451.0,POINT (-73.922927615102 40.817002861187)
456SUTTER AVENUE11212.0,POINT (-73.902325988464 40.668300603441)
350BROADWAY10013.0,POINT (-74.003942865789 40.716946598271)
84-73PARSONS BOULEVARD11432.0,POINT (-73.806516957971 40.712367110538)
10430ROOSEVELT AVENUE11368.0,POINT (-73.860548220152 40.750175132704)
675HUDSON STREET10014.0,POINT (-74.005232545431 40.740359398089)
1707 AVENUE11215.0,POINT (-73.977494431408 40.671803926156)
4202NORTHERN BOULEVARD11101.0,POINT (-73.921377667644 40.753068276318)
959LEGGETT AVENUE10455.0,POINT (-73.900234351635 40.815335799817)
7275 AVENUE10022.0,POINT (-73.974247261348 40.76256174064)
243BEACH   20 STREET11691.0,POINT (-73.754127904504 40.596153900743)
55WATER STREET10041.0,POINT (-74.009781245549 40.703590200178)
144ORCHARD STREET10002.0,POINT (-73.989014946388 40.720470421871)
1494514 AVE11357.0,POINT (-73.815052112652 40.788534746783)
1890BROADWAY10023.0,POINT (-73.982139759517 40.770975920161)
85-12ROOSEVELT AVENUE11372.0,POINT (-73.880915291092 40.747933648158)
228WEST   72 STREET10023.0,POINT (-73.982906655264 40.779133448168)
354EAST   78 STREET10075.0,POINT (-73.954288989296 40.772107281188)
74CHRISTOPHER STREET10014.0,POINT (-74.003384566798 40.73351951589)
253EAST  167 STREET10456.0,POINT (-73.914676378377 40.83349018369)
1789VICTORY BOULEVARD10314.0,POINT (-74.123201256381 40.613039965424)
141WAVERLY PLACE10014.0,POINT (-74.000598971561 40.733192937259)
2733WHITE PLAINS ROAD10467.0,POINT (-73.867354908728 40.865857886714)
100LEXINGTON AVE10016.0,POINT (-73.983089386167 40.742205496564)
326286TH ST11369.0,POINT (-73.881816194378 40.756805653158)
4131BROADWAY10033.0,POINT (-73.938558849932 40.845864989567)
3100OCEAN PARKWAY11235.0,POINT (-73.968639149456 40.575860673145)
182BLEECKER STREET10012.0,POINT (-74.000952521606 40.729034615628)
2594STEINWAY ST11103.0,POINT (-73.91205724699 40.767509927298)
971AMSTERDAM AVENUE10025.0,POINT (-73.964960219668 40.801438708714)
446921ST ST11101.0,POINT (-73.947455768005 40.747766578522)
251WEST   55 STREET10019.0,POINT (-73.982827267293 40.764997945255)
1495SAINT NICHOLAS AVENUE10033.0,POINT (-73.932068736195 40.851603320565)
114MACDOUGAL STREET10012.0,POINT (-74.000768518805 40.729643954963)
235WEST   56 STREET10019.0,POINT (-73.982321706774 40.765604459847)
19403LINDEN BLVD11412.0,POINT (-73.75758833628 40.692975559685)
209DYCKMAN STREET10040.0,POINT (-73.92699685502 40.865126247353)
14883 AVENUE10028.0,POINT (-73.955025523687 40.777407694398)
240EAST   58 STREET10022.0,POINT (-73.96601423936 40.760476326281)
7128FRESH POND RD11385.0,POINT (-73.894833250536 40.701503021782)
100WEST   67 STREET10023.0,POINT (-73.981265131781 40.774272231992)
291KENT AVENUE11249.0,POINT (-73.966816886362 40.714603322527)
1294WESTCHESTER AVENUE10459.0,POINT (-73.886702219053 40.827331504814)
200BROADWAY10038.0,POINT (-74.009353030615 40.710526270262)
11409LIBERTY AVE11419.0,POINT (-73.82844158053 40.685673367063)
130WEST  125 STREET10027.0,POINT (-73.946703408289 40.808274341429)
871518 AVENUE11214.0,POINT (-74.005142655605 40.604852558329)
266WEST   47 STREET10036.0,POINT (-73.98655740127 40.760002983368)
45165 AVENUE11220.0,POINT (-74.007567610686 40.647756135167)
4902CHURCH AVENUE11203.0,POINT (-73.931224366784 40.65168273661)
447EAST   52 STREET10022.0,POINT (-73.964183616201 40.75468158264)
3503 AVENUE10010.0,POINT (-73.981956708043 40.740476123362)
156DRIGGS AVENUE11222.0,POINT (-73.944701012504 40.723034953442)
4554FRANCIS LEWIS BLVD11361.0,POINT (-73.782064136613 40.755232284082)
17528HILLSIDE AVENUE11432.0,POINT (-73.787418856784 40.711833748286)
9221LIBERTY AVE11417.0,POINT (-73.84658373546 40.680149140237)
1049BRIGHTON BEACH AVENUE11235.0,POINT (-73.957982415148 40.57828639526)
2132CRUGER AVENUE10462.0,POINT (-73.866691485324 40.854170045234)
900TODT HILL ROAD10304.0,POINT (-74.111130538314 40.588574289339)
13110ROCKAWAY BLVD11420.0,POINT (-73.807166968732 40.674855304436)
7515ROOSEVELT AVE11372.0,POINT (-73.890267979397 40.74696858285)
61047 AVENUE11220.0,POINT (-74.012473567219 40.636142535774)
6765 AVENUE11215.0,POINT (-73.992985867824 40.661776504042)
381220TH AVE11105.0,POINT (-73.902278056121 40.776869873795)
72EAST    1 STREET10003.0,POINT (-73.988700593011 40.723377099773)
7517AMBOY ROAD10307.0,POINT (-74.246464423267 40.509175348929)
8016COOPER AVENUE11385.0,POINT (-73.869568238062 40.709445142254)
175WEST    4 STREET10014.0,POINT (-74.00172472868 40.732394199298)
131WALKER STREET10013.0,POINT (-73.999675333657 40.717394062798)
417SOUTH    4 STREET11211.0,POINT (-73.951087218897 40.707587550218)
13509CROSSBAY BLVD11417.0,POINT (-73.843268253479 40.67341170857)
906KINGS HIGHWAY11223.0,POINT (-73.96348174362 40.606817606445)
15WEST   18 STREET10011.0,POINT (-73.992598823666 40.738844169345)
9604AVENUE L11236.0,POINT (-73.895841219503 40.638305408752)
6EAST   36 STREET10016.0,POINT (-73.983138054467 40.749503825628)
861LEXINGTON AVENUE10065.0,POINT (-73.965556644362 40.765806509774)
527 AVENUE11217.0,POINT (-73.974360095243 40.676087863865)
3467ATLANTIC AVENUE11208.0,POINT (-73.868820776772 40.682471381322)
40035 AVENUE11232.0,POINT (-74.004576798663 40.650602630912)
242EAST   79 STREET10075.0,POINT (-73.956291606474 40.773842746802)
1445RICHMOND AVENUE10314.0,POINT (-74.15863902157 40.613111633522)
5704MOSHOLU AVENUE10471.0,POINT (-73.900420460584 40.905494897631)
16001JAMAICA AVE11432.0,POINT (-73.799061712553 40.703787839753)
1EAST   55 STREET10022.0,POINT (-73.97466999423 40.761568232287)
3402LINDEN PLACE11354.0,POINT (-73.831420316764 40.766483849494)
403JERSEY STREET10301.0,POINT (-74.08748764206 40.638662452589)
911459TH AVE11373.0,POINT (-73.869808781528 40.733934255678)
3836DYRE AVENUE10466.0,POINT (-73.831280030374 40.888366781729)
7030AUSTIN STREET11375.0,POINT (-73.845732922968 40.720490712496)
3479RICHMOND ROAD10306.0,POINT (-74.136733417505 40.57294516995)
954MANHATTAN AVENUE11222.0,POINT (-73.954522378572 40.731849968167)
1590HUTCHINSON RIVER PARKWAY10461.0,POINT (-73.83683479957 40.843072982563)
781517 AVENUE11214.0,POINT (-74.000295342549 40.612958025796)
10750QUEENS BOULEVARD11375.0,POINT (-73.844445947634 40.721633544)
30HUDSON YARDS10001.0,POINT (-73.999779827939 40.753710037499)
2031 AVENUE10003.0,POINT (-73.983377475529 40.730235622469)
72GRAND CENTRAL TERMINAL10017.0,POINT (-73.977268555955 40.752486367873)
900PENNSYLVANIA AVENUE11207.0,POINT (-73.888598374474 40.655854225219)
18813JAMAICA AVE11423.0,POINT (-73.770526219672 40.710942073345)
216BEDFORD AVENUE11249.0,POINT (-73.958832669904 40.71680752842)
75LAFAYETTE AVENUE11217.0,POINT (-73.975293334643 40.687119320033)
1906DITMARS BOULEVARD11105.0,POINT (-73.917773286402 40.781103452453)
701MELROSE AVENUE10455.0,POINT (-73.916037901298 40.819899225962)
27063 AVENUE10454.0,POINT (-73.922169221528 40.813670229536)
1734VICTORY BOULEVARD10314.0,POINT (-74.121659872637 40.613129446715)
