address,rest_coords
1453 AVENUE10003.0,POINT (-73.986743109687 40.733864640146)
16223HILLSIDE AVENUE11432.0,POINT (-73.799941899361 40.708524120217)
2933FULTON STREET11207.0,POINT (-73.886572458755 40.679333828109)
3708RIVERDALE AVENUE10463.0,POINT (-73.907070435174 40.886937927163)
2594 AVENUE11215.0,POINT (-73.984094078843 40.675883769876)
1037FLUSHING AVENUE11237.0,POINT (-73.930831258562 40.703901871955)
2006CROPSEY AVENUE11214.0,POINT (-74.002607152394 40.600046522971)
27AESSEX STREET10002.0,POINT (-73.989675870276 40.715722034668)
383VAN BRUNT STREET11231.0,POINT (-74.014265639889 40.676172187258)
1190AFOREST AVENUE10310.0,POINT (-74.129663745479 40.626460330001)
4110149TH PL11355.0,POINT (-73.81465308074 40.76203892682)
265SCHERMERHORN STREET11217.0,POINT (-73.983402480807 40.68794970271)
558DRIGGS AVENUE11211.0,POINT (-73.956610482427 40.716878073192)
158BERKELEY PLACE11217.0,POINT (-73.975625791658 40.67531136837)
101DELANCEY STREET10002.0,POINT (-73.988813217484 40.718719240599)
463MYRTLE AVENUE11205.0,POINT (-73.966737349227 40.693356027157)
2319AVENUE U11229.0,POINT (-73.94826411259 40.599730191238)
1710VICTORY BOULEVARD10314.0,POINT (-74.120626321407 40.613212883822)
6948MAIN ST11367.0,POINT (-73.823535142754 40.73012304913)
6011ROOSEVELT AVE11377.0,POINT (-73.904215322427 40.745504391391)
548MAIN STREET10044.0,POINT (-73.949679018751 40.761949750994)
62CHARLES STREET10014.0,POINT (-74.00297328507 40.734908378121)
171SULLIVAN STREET10012.0,POINT (-74.001067962476 40.728021796053)
5TIMES SQ10036.0,POINT (-73.987207980138 40.755702020307)
5019SKILLMAN AVE11377.0,POINT (-73.914041663909 40.746110532406)
1667 AVENUE11215.0,POINT (-73.977393452322 40.671924676461)
827NOSTRAND AVENUE11225.0,POINT (-73.95062943466 40.668389233062)
1842VICTORY BOULEVARD10314.0,POINT (-74.124890245225 40.612917365023)
1487WESTCHESTER AVENUE10472.0,POINT (-73.880687498358 40.828464483493)
000JFK INTERNATIONAL AIRPORT11430.0,POINT (-73.788281497594 40.648312826068)
375AMSTERDAM AVENUE10024.0,POINT (-73.978879627755 40.782363352575)
11283 AVENUE10065.0,POINT (-73.963477256177 40.76581959068)
5MOTT STREET10013.0,POINT (-73.998708617879 40.713875262809)
9238GUY R BREWER BLVD11433.0,POINT (-73.796468435159 40.703813458407)
400EAST  167 STREET10456.0,POINT (-73.910376226367 40.830684529824)
3504DITMARS BLVD11105.0,POINT (-73.908783722002 40.774759020934)
2008 AVENUE10011.0,POINT (-73.999736555732 40.743551676191)
3007 AVENUE11215.0,POINT (-73.980772450366 40.667868512607)
401EAST   58 STREET10022.0,POINT (-73.962091380324 40.758839221227)
9862 AVENUE10022.0,POINT (-73.967492688256 40.756266294164)
745 AVENUE10011.0,POINT (-73.993981207999 40.7355121069)
3620DITMARS BOULEVARD11105.0,POINT (-73.907990183943 40.774198457282)
101NORTH    8 STREET11249.0,POINT (-73.959202463328 40.7196814329)
12CHATHAM SQUARE10038.0,POINT (-73.997785173002 40.713828587622)
6342108TH ST11375.0,POINT (-73.85012548811 40.733923951864)
267SCHENECTADY AVENUE11213.0,POINT (-73.933830286475 40.669434759348)
430643 STREET11104.0,POINT (-73.921203271185 40.74491621284)
2102AVENUE X11235.0,POINT (-73.948960774351 40.592868534829)
2231AGRAND CONCOURSE10453.0,POINT (-73.900769480942 40.856070941019)
36WEST   40 STREET10018.0,POINT (-73.983826543714 40.753025452636)
1031RUTLAND ROAD11212.0,POINT (-73.925582279279 40.663196307977)
16119CROCHERON AVE11358.0,POINT (-73.804367087137 40.762568061731)
58147 AVENUE11220.0,POINT (-74.010726385919 40.637822519388)
13706NORTHERN BLVD11354.0,POINT (-73.830948563572 40.763192185405)
40177 AVENUE11232.0,POINT (-74.000227028762 40.647885389569)
272586 STREET11223.0,POINT (-73.981359004171 40.594393518287)
142SULLIVAN STREET10012.0,POINT (-74.001959103004 40.726976028462)
10802JAMAICA AVE11418.0,POINT (-73.83936441511 40.695611566561)
15812CROSSBAY BOULEVARD11414.0,POINT (-73.840202723534 40.660446614126)
1049MANHATTAN AVENUE11222.0,POINT (-73.95500756413 40.734682757044)
23EAST TREMONT AVENUE10453.0,POINT (-73.908833403753 40.85157625774)
217031ST ST11105.0,POINT (-73.909925525437 40.776771828775)
14712JAMAICA AVE11435.0,POINT (-73.807481984805 40.701751937688)
413EAST   12 STREET10009.0,POINT (-73.982623541083 40.729628917564)
265EAST   10 STREET10009.0,POINT (-73.983424851691 40.728349975342)
445PARK AVENUE10022.0,POINT (-73.971042307579 40.761183108093)
501BAY STREET10304.0,POINT (-74.076689678143 40.629834732372)
485COLUMBUS AVENUE10024.0,POINT (-73.973411704072 40.784769364459)
149-09UNION TURNPIKE11367.0,POINT (-73.813580107812 40.718658854665)
380AVENUE P11204.0,POINT (-73.973622544355 40.608730762872)
7927MAIN ST11367.0,POINT (-73.817469784754 40.718363186097)
4749 AVENUE10018.0,POINT (-73.995170564277 40.754917630425)
9901NORTHERN BLVD11368.0,POINT (-73.869351552747 40.757245024761)
2826FORT HAMILTON PARKWAY11218.0,POINT (-73.97690032141 40.649044103178)
52BROADWAY10004.0,POINT (-74.012724830015 40.706485644314)
7916ELIOT AVE11379.0,POINT (-73.879549689055 40.724829522178)
NKAJFK AIRPORT11430.0,POINT (-73.788281497594 40.648312826068)
1WEST  125 STREET10027.0,POINT (-73.942492934563 40.806515672405)
3431BROADWAY10031.0,POINT (-73.95293144818 40.823046530642)
17WEST   19 STREET10011.0,POINT (-73.992219853395 40.739445247454)
5SPRING STREET10012.0,POINT (-73.994217008002 40.721110332952)
138WEST   72 STREET10023.0,POINT (-73.980216977784 40.777993943276)
810GRAND STREET11211.0,POINT (-73.941113998372 40.71190313079)
226EAST   78 STREET10075.0,POINT (-73.957046566776 40.773269377911)
1438EAST GUN HILL ROAD10469.0,POINT (-73.84434105301 40.869463049846)
60168 AVENUE11220.0,POINT (-74.00972796769 40.635338580635)
233286 STREET11214.0,POINT (-73.990763332913 40.600057159188)
108GREENWICH AVENUE10011.0,POINT (-74.002154299955 40.73834758566)
649BROADWAY10012.0,POINT (-73.995630815897 40.726786573117)
57211TH AVE10036.0,POINT (-73.997321531164 40.761398076655)
7922PARSONS BLVD11366.0,POINT (-73.809263463716 40.720644462955)
584WEST  207 STREET10034.0,POINT (-73.920761614841 40.866969320788)
4104163RD ST11358.0,POINT (-73.802919971 40.76120418231)
33EAST   20 STREET10003.0,POINT (-73.989177885802 40.73892898531)
315ALEXANDER AVENUE10454.0,POINT (-73.923901881938 40.811750068722)
990COLUMBUS AVENUE10025.0,POINT (-73.961594114287 40.80099572781)
816WEST  187 STREET10033.0,POINT (-73.93766439425 40.855355797082)
1980AMSTERDAM AVENUE10032.0,POINT (-73.941519040024 40.833581091112)
1012EAST   15 STREET11230.0,POINT (-73.961296140502 40.624608586151)
14SPRING STREET10012.0,POINT (-73.994823067786 40.721340922363)
5943 AVENUE10016.0,POINT (-73.975981402783 40.748698335692)
2555SHELL ROAD11223.0,POINT (-73.97423141145 40.58959424672)
214FLATBUSH AVENUE11217.0,POINT (-73.975378471823 40.681171411654)
603CRESCENT AVENUE10458.0,POINT (-73.88839246586 40.853570114271)
2925AVENUE I11210.0,POINT (-73.948003489838 40.629093789074)
41023 AVENUE11232.0,POINT (-74.009449395527 40.652630725064)
19625JAMAICA AVENUE11423.0,POINT (-73.763177200264 40.713364495757)
70253 AVENUE11209.0,POINT (-74.026625387196 40.634287392272)
3712MAIN ST11354.0,POINT (-73.831039869992 40.761358818125)
13671 AVENUE10021.0,POINT (-73.955388870038 40.768649321023)
1260BROADWAY10001.0,POINT (-73.98814414307 40.748392823829)
230WEST   54 STREET10019.0,POINT (-73.982784168177 40.764147063995)
2115GRAND CONCOURSE10453.0,POINT (-73.902022730302 40.854397728966)
1211AVENUE OF THE AMERICAS10036.0,POINT (-73.9815367302 40.758385622529)
442416 AVENUE11204.0,POINT (-73.982792741006 40.633657894336)
180MAIDEN LANE10005.0,POINT (-74.004872714991 40.705300506004)
594VANDERBILT AVENUE11238.0,POINT (-73.968486035982 40.678726873715)
6513FRESH POND RD11385.0,POINT (-73.898788219384 40.709526805995)
20EAST   39 STREET10016.0,POINT (-73.981029872738 40.751037817786)
46165 AVENUE11220.0,POINT (-74.008151329121 40.647196159877)
11102LIBERTY AVE11419.0,POINT (-73.83097502684 40.684787822125)
204NASSAU AVENUE11222.0,POINT (-73.944731365955 40.725576622499)
661SACKETT STREET11217.0,POINT (-73.982016991023 40.677810295486)
25-61STEINWAY STREET11103.0,POINT (-73.912013899985 40.767529107382)
1148LIBERTY AVENUE11208.0,POINT (-73.866841654682 40.678722476786)
847ATLANTIC AVENUE11238.0,POINT (-73.965668923469 40.68137751767)
762417 AVENUE11214.0,POINT (-73.999193197412 40.614044958279)
902EAST GUN HILL ROAD10469.0,POINT (-73.860244805617 40.875395632741)
3044VALENTINE AVENUE10458.0,POINT (-73.884973962114 40.873748751894)
5316108TH ST11368.0,POINT (-73.854548482411 40.74251802248)
182WEST BURNSIDE AVENUE10453.0,POINT (-73.915853221473 40.854383985199)
10822QUEENS BLVD11375.0,POINT (-73.843260256169 40.721115912675)
20512NORTHERN BOULEVARD11361.0,POINT (-73.777921818943 40.758062432505)
912337TH AVE11372.0,POINT (-73.875658991496 40.750659112367)
13701CROSSBAY BLVD11417.0,POINT (-73.843145324692 40.672036405116)
1153FULTON STREET11216.0,POINT (-73.955411620572 40.681083040326)
175PROSPECT AVENUE11215.0,POINT (-73.993252183664 40.665800364669)
92064 AVENUE11209.0,POINT (-74.030242576098 40.618191082405)
1974A2 AVENUE10029.0,POINT (-73.94453511499 40.787739846011)
514COLUMBUS AVENUE10024.0,POINT (-73.972822755829 40.785609120733)
1519FULTON STREET11216.0,POINT (-73.940533057727 40.67990152281)
2553STEINWAY ST11103.0,POINT (-73.912010278937 40.76753733888)
1262MYRTLE AVENUE11221.0,POINT (-73.926758717588 40.697912994337)
16522 AVENUE10028.0,POINT (-73.951923817549 40.777604059573)
2512QUEENS PLZ S11101.0,POINT (-73.940293068857 40.750359619413)
28WATER STREET10004.0,POINT (-74.011029064387 40.703087793856)
384029TH ST11101.0,POINT (-73.933966004134 40.754130199222)
2948AVENUE S11229.0,POINT (-73.942033231863 40.605137181248)
35INGRAHAM STREET11206.0,POINT (-73.932317640875 40.70701532968)
851737TH AVE11372.0,POINT (-73.88127598594 40.750069448078)
580EAST  187 STREET10458.0,POINT (-73.888066968273 40.855806755903)
148MESEROLE STREET11206.0,POINT (-73.943793767 40.708009646631)
99NASSAU STREET10038.0,POINT (-74.007441304045 40.710523665481)
222BUSHWICK AVENUE11206.0,POINT (-73.939930660299 40.708144926549)
109WILSON AVENUE11237.0,POINT (-73.926718950182 40.701269825866)
2958JEROME AVENUE10468.0,POINT (-73.889629288265 40.872767958441)
319030 STREET11106.0,POINT (-73.92605928813 40.762516107761)
2715BROADWAY10025.0,POINT (-73.96829133285 40.799617164095)
155EAST BURNSIDE AVENUE10453.0,POINT (-73.904476031755 40.852717272536)
895CLARKSON AVENUE11203.0,POINT (-73.928263710818 40.656786212848)
380131ST ST11101.0,POINT (-73.932143784899 40.753613121101)
270921 STREET11102.0,POINT (-73.926124575921 40.771963605788)
5476 AVENUE10011.0,POINT (-73.996488914149 40.737853494706)
416AMSTERDAM AVENUE10024.0,POINT (-73.977911443232 40.783724567735)
9010144TH PL11435.0,POINT (-73.81069882009 40.701828658051)
3703BROADWAY11103.0,POINT (-73.92046020772 40.75966330354)
389AMSTERDAM AVENUE10024.0,POINT (-73.978529211366 40.782843619323)
17951HILLSIDE AVE11432.0,POINT (-73.783170111335 40.712805679023)
289BLEECKER STREET10014.0,POINT (-74.003471090455 40.732084001311)
1495241ST AVE11355.0,POINT (-73.814471492066 40.762431134677)
45155 AVENUE11220.0,POINT (-74.007542385006 40.64775339205)
354ROGERS AVENUE11225.0,POINT (-73.953778941247 40.664701565002)
1759VICTORY BOULEVARD10314.0,POINT (-74.122236106292 40.613104129932)
60WEST   36 STREET10018.0,POINT (-73.98588437124 40.750659740691)
214WEST   50 STREET10019.0,POINT (-73.984456174962 40.761578209291)
601WEST  172 STREET10032.0,POINT (-73.938134493379 40.843570162929)
51147TH AVE11101.0,POINT (-73.955155158813 40.74587870511)
1BATTERY PARK PLAZA10004.0,POINT (-74.014412106963 40.703210933233)
113RIVINGTON STREET10002.0,POINT (-73.987810123026 40.719896643727)
1468PITKIN AVENUE11212.0,POINT (-73.9196214695 40.668352466197)
223886 STREET11214.0,POINT (-73.992812188695 40.601314418474)
401WEST   25 STREET10001.0,POINT (-74.000469177384 40.747803311708)
13SAINT MARKS PLACE10003.0,POINT (-73.989042368633 40.72918505831)
1584ST JOHN'S PLACE11213.0,POINT (-73.925942026451 40.670291793597)
3035CROPSEY AVENUE11224.0,POINT (-73.985725966486 40.581002324965)
86MADISON STREET10002.0,POINT (-73.99591313419 40.712151482319)
9053CORONA AVE11373.0,POINT (-73.873996688536 40.74224185079)
1325AVENUE OF THE AMERICAS10019.0,POINT (-73.978900551773 40.761991780822)
1384BAY STREET10305.0,POINT (-74.06300945567 40.609830847033)
13506 AVENUE10019.0,POINT (-73.978340789128 40.76272452693)
21-23E 7TH ST10003.0,POINT (-73.989302260633 40.728485167591)
213WEST   35 STREET10001.0,POINT (-73.99079633155 40.751939298258)
3431EASTCHESTER ROAD10469.0,POINT (-73.846719302845 40.877653774537)
14863 AVENUE10028.0,POINT (-73.955054436919 40.777366534405)
1496AMSTERDAM AVENUE10031.0,POINT (-73.952830188244 40.818097718134)
836RIVER AVENUE10451.0,POINT (-73.926449987063 40.826891734326)
1812WHITE PLAINS ROAD10462.0,POINT (-73.86630360352 40.845754232649)
16783 AVENUE10128.0,POINT (-73.950225623325 40.783982143383)
5732 AVENUE10016.0,POINT (-73.976993872476 40.74315961359)
7811FLATLANDS AVENUE11236.0,POINT (-73.914610927396 40.634653907486)
13460SPRINGFIELD BLVD11413.0,POINT (-73.754070043622 40.679002599602)
2210BROADWAY10024.0,POINT (-73.98018643527 40.783541084497)
1637FOREST AVENUE10302.0,POINT (-74.143270480995 40.624876843119)
1020144TH AVE11368.0,POINT (-73.862201364846 40.746633638737)
25LAFAYETTE AVENUE11217.0,POINT (-73.977990533712 40.686845392213)
569LINCOLN PLACE11238.0,POINT (-73.957829691674 40.671573305727)
160WEST   25 STREET10001.0,POINT (-73.993514812216 40.744863489557)
412TROUTMAN STREET11237.0,POINT (-73.922499938403 40.706913047496)
285COURT STREET11231.0,POINT (-73.994941332665 40.684316711603)
986RUTLAND ROAD11212.0,POINT (-73.9269529729 40.662288668023)
1212EAST GUNHILL ROAD10469.0,POINT (-73.852186813423 40.872832956197)
25CITY ISLAND AVENUE10464.0,POINT (-73.783210861199 40.838425302286)
465ROGERS AVENUE11225.0,POINT (-73.953565263897 40.660987793179)
270WATCHOGUE ROAD10314.0,POINT (-74.138421403811 40.616099485703)
150GREAVES LANE10308.0,POINT (-74.143505493447 40.553506481409)
3718RIVERDALE AVENUE10463.0,POINT (-73.907127843314 40.887264595513)
4416FORT HAMILTON PARKWAY11219.0,POINT (-73.994461833035 40.640515518695)
358KOSCIUSZKO STREET11221.0,POINT (-73.940313186886 40.691876861317)
2037 AVENUE11215.0,POINT (-73.978432089678 40.670643065823)
1336BUSHWICK AVENUE11207.0,POINT (-73.911808358656 40.685877611825)
475DRIGGS AVENUE11211.0,POINT (-73.954480789307 40.71883426753)
943APENNSYLVANIA AVE11207.0,POINT (-73.888055340378 40.655153776638)
237EAST    5 STREET10003.0,POINT (-73.990283807935 40.727326963728)
3215JUNCTION BLVD11369.0,POINT (-73.874277217398 40.757986123129)
1528BROADWAY10036.0,POINT (-73.985594085667 40.75779333565)
801LEXINGTON AVENUE10065.0,POINT (-73.966871599238 40.764000846442)
3247STEINWAY ST11103.0,POINT (-73.92005835518 40.757642880969)
300EAST   89 STREET10128.0,POINT (-73.949986952626 40.77964807397)
217286 STREET11214.0,POINT (-73.994324574596 40.602244986091)
20142 AVENUE10029.0,POINT (-73.943634878558 40.788963566887)
1821PITKIN AVENUE11212.0,POINT (-73.90566093838 40.670441579933)
8287BROADWAY11373.0,POINT (-73.880558721661 40.741513272929)
172GRAND STREET11211.0,POINT (-73.961067047657 40.71439565698)
8102ROCKAWAY BLVD11416.0,POINT (-73.859474820064 40.684398118014)
148WEST    4 STREET10012.0,POINT (-74.000534009081 40.731482949043)
1756EAST  174 STREET10472.0,POINT (-73.869205946044 40.834775870656)
435HUDSON STREET10014.0,POINT (-74.006804915021 40.730579720691)
954NOSTRAND AVENUE11225.0,POINT (-73.95091268916 40.665567722996)
116MACDOUGAL STREET10012.0,POINT (-74.00072522254 40.729696105789)
6410NEW UTRECHT AVENUE11219.0,POINT (-73.997546796642 40.624329642385)
601WEST  181 STREET10033.0,POINT (-73.933910821749 40.84940037341)
645VANDERBILT AVENUE11238.0,POINT (-73.968800138282 40.67778824633)
935MADISON AVENUE10021.0,POINT (-73.964361345773 40.773227966054)
7513101ST AVE11416.0,POINT (-73.861802853192 40.679773252038)
1328BROADWAY10001.0,POINT (-73.987378651873 40.750308585404)
42WEST   56 STREET10019.0,POINT (-73.975889632694 40.762877744595)
550369 STREET11378.0,POINT (-73.895473788804 40.727614610577)
1627BROADWAY10019.0,POINT (-73.984167463181 40.761273501664)
345PARK AVENUE10154.0,POINT (-73.973245493521 40.758164408299)
340230TH AVE11103.0,POINT (-73.918860952359 40.765695164287)
6429108TH ST11375.0,POINT (-73.849194942701 40.732160590724)
2030THIRD AVENUE10029.0,POINT (-73.942120020021 40.79507811815)
13432NORTHERN BLVD11354.0,POINT (-73.834021738127 40.762732806219)
1400FOREST AVENUE10302.0,POINT (-74.135680765453 40.625130372391)
126LEXINGTON AVENUE10016.0,POINT (-73.982291671747 40.742880587828)
1003EAST  163 STREET10459.0,POINT (-73.893155134446 40.820978117731)
70WEST  125 STREET10027.0,POINT (-73.944580098067 40.80737580432)
236960 STREET11204.0,POINT (-73.9743155155 40.614220491569)
3715BROADWAY11103.0,POINT (-73.92039166293 40.759630318894)
901437TH AVE11372.0,POINT (-73.87664092071 40.750539402637)
1205SURF AVENUE11224.0,POINT (-73.979892002978 40.575542063246)
1651BROADWAY10019.0,POINT (-73.983575238929 40.762157230549)
297LEGION STREET11212.0,POINT (-73.916364579153 40.661197241131)
3933BELL BLVD11361.0,POINT (-73.77166801338 40.76491756794)
1442MYRTLE AVENUE11237.0,POINT (-73.917002274116 40.698932891796)
15752 AVENUE10028.0,POINT (-73.95377784521 40.775093370466)
17103JAMAICA AVE11432.0,POINT (-73.788540062216 40.70749358286)
251GRAND STREET11211.0,POINT (-73.958715708816 40.713458868342)
2971OCEAN AVENUE11235.0,POINT (-73.949424620949 40.588971141455)
20103MURDOCK AVE11412.0,POINT (-73.753645030314 40.700279256148)
2848STEINWAY ST11103.0,POINT (-73.913941131734 40.7651920346)
6142188TH ST11365.0,POINT (-73.78618354913 40.739238026044)
73061 STREET11220.0,POINT (-74.011565543354 40.635744637622)
301EAST   91 STREET10128.0,POINT (-73.9490616211 40.78091025387)
240WEST  231 STREET10463.0,POINT (-73.906223657943 40.87961706138)
43CANAL STREET10002.0,POINT (-73.991393077194 40.714750528329)
69510 AVENUE10036.0,POINT (-73.992888509248 40.763190214509)
17115NORTHERN BLVD11358.0,POINT (-73.795313411836 40.75792734049)
2805CROSS ISLAND PARKWAY11360.0,POINT (-73.768426183098 40.779411666689)
243FIFTH AVENUE11215.0,POINT (-73.981422908478 40.675005039677)
2578CONEY ISLAND AVENUE11223.0,POINT (-73.960874678751 40.593973886838)
47058 AVENUE11220.0,POINT (-74.002057512363 40.642684011454)
6236FOREST AVE11385.0,POINT (-73.905893403502 40.712469762051)
238COURT STREET11201.0,POINT (-73.994238108496 40.685823559554)
100044 AVENUE11209.0,POINT (-74.033751771822 40.612722489797)
8707ROCKAWAY BEACH BLVD11693.0,POINT (-73.812327750088 40.587406658552)
18411 AVENUE10128.0,POINT (-73.945113457187 40.782717226634)
84-43164 STREET11432.0,POINT (-73.801774217799 40.713358108981)
1000THIRD AVENUE10022.0,POINT (-73.966349230214 40.761887230821)
7402GRAND AVE11373.0,POINT (-73.887632977798 40.730165321158)
237THIRD AVENUE10003.0,POINT (-73.98466045966 40.736727169718)
4101A162ND ST11358.0,POINT (-73.803854830114 40.761230486825)
9208ROCKAWAY BEACH BLVD11693.0,POINT (-73.8156789779 40.586363592846)
54247 AVENUE11220.0,POINT (-74.008438705664 40.640021281042)
56167 AVENUE11220.0,POINT (-74.009569955479 40.63893425853)
15963 AVENUE10128.0,POINT (-73.952318462745 40.781122998858)
351EVERGREEN AVENUE11221.0,POINT (-73.922854404617 40.693636821417)
61DELANCEY STREET10002.0,POINT (-73.990927110527 40.719361702969)
1271MYRTLE AVENUE11221.0,POINT (-73.928046313392 40.697793039635)
1394THIRD AVENUE10075.0,POINT (-73.957143252533 40.774501809212)
1058FLUSHING AVENUE11237.0,POINT (-73.929153474875 40.704540379373)
945MADISON AVENUE10021.0,POINT (-73.964198756002 40.773450240645)
1556MYRTLE AVENUE11237.0,POINT (-73.911361118482 40.699488603101)
55SAINT NICHOLAS AVENUE10026.0,POINT (-73.952506802443 40.80049278474)
3912 AVENUE10010.0,POINT (-73.981138366315 40.737577521506)
381PARK AVENUE SOUTH10016.0,POINT (-73.984641075357 40.742526852021)
25325NORTHERN BLVD11362.0,POINT (-73.735305853215 40.770902659587)
1320YORK AVENUE10021.0,POINT (-73.954481043685 40.765819120017)
11231 AVENUE10065.0,POINT (-73.960826611745 40.761191054722)
2345JEROME AVENUE10468.0,POINT (-73.903034231866 40.85978924178)
277SMITH STREET11231.0,POINT (-73.993308174686 40.682507821371)
1601SAINT NICHOLAS AVENUE10040.0,POINT (-73.92958181661 40.855002547855)
10741 AVENUE10022.0,POINT (-73.962210256696 40.759264698077)
617MANHATTAN AVENUE11222.0,POINT (-73.950584923549 40.723391714364)
255ABUSHWICK AVENUE11206.0,POINT (-73.939761940222 40.707258277094)
911443 AVENUE11373.0,POINT (-73.874247158419 40.743372968948)
236EAST   58 STREET10022.0,POINT (-73.966075591005 40.760503792019)
3517BROADWAY10031.0,POINT (-73.95087348124 40.82585628426)
731188 STREET11385.0,POINT (-73.863394464812 40.708779208213)
107MCCLEAN AVENUE10305.0,POINT (-74.065450853269 40.59837822577)
1370METROPOLITAN AVENUE10462.0,POINT (-73.861045522957 40.834999593779)
324NEW DORP LANE10306.0,POINT (-74.111695922757 40.571490159499)
512WEST  207 STREET10034.0,POINT (-73.919466089171 40.864948299709)
49-1830 AVENUE11377.0,POINT (-73.907327241691 40.760281999611)
6807BAY PARKWAY11204.0,POINT (-73.983605188139 40.611735422965)
114NASSAU AVENUE11222.0,POINT (-73.949202482845 40.724280415005)
8211ROOSEVELT AVENUE11372.0,POINT (-73.883730853734 40.747653825155)
6148188TH ST11365.0,POINT (-73.786190828184 40.739218826209)
56028 AVENUE11220.0,POINT (-74.007310642952 40.637660846175)
239CENTRE STREET10013.0,POINT (-73.998199829815 40.720185477997)
5586BROADWAY10463.0,POINT (-73.90462236044 40.879132672465)
6735 STREET11232.0,POINT (-74.006815369102 40.656687696151)
10116 AVENUE10018.0,POINT (-73.986151163096 40.752048622066)
10950MERRICK BLVD11433.0,POINT (-73.783288583871 40.696400357983)
2683PITKIN AVENUE11208.0,POINT (-73.873053042494 40.675240910831)
6091MYRTLE AVENUE11385.0,POINT (-73.895029179324 40.700759367744)
7214 AVENUE11232.0,POINT (-73.997102094393 40.661329283189)
351TROY AVENUE11213.0,POINT (-73.936904504923 40.666351362551)
707LEXINGTON AVENUE10022.0,POINT (-73.968945033148 40.761160601658)
54HENRY STREET10002.0,POINT (-73.995231331932 40.712941949496)
337BLEECKER STREET10014.0,POINT (-74.004387677573 40.733653975375)
4513QUEENS BOULEVARD11104.0,POINT (-73.91940807304 40.743240660189)
77WEST   66 STREET10023.0,POINT (-73.98069136319 40.773240108977)
7479 AVENUE10019.0,POINT (-73.988769527096 40.763741581649)
14951CROSS ISLAND PKWY11357.0,POINT (-73.814581315958 40.787718794418)
116WEST HOUSTON STREET10012.0,POINT (-74.000952498842 40.727448140994)
200KNICKERBOCKER AVENUE11237.0,POINT (-73.926644345681 40.703509512194)
1791MONROE AVENUE10457.0,POINT (-73.906520072771 40.84639233934)
2154FOREST AVENUE10303.0,POINT (-74.161275784684 40.626593098971)
6005FORT HAMILTON PARKWAY11219.0,POINT (-74.005692460692 40.632981084083)
733FULTON STREET11217.0,POINT (-73.975178138039 40.686617001473)
133-3039 AVENUE11354.0,POINT (-73.834157180609 40.75909344598)
645MANHATTAN AVENUE11222.0,POINT (-73.951139804786 40.724355365362)
788MANHATTAN AVENUE11222.0,POINT (-73.952927006814 40.72754004214)
18CORNELIA STREET10014.0,POINT (-74.001861816213 40.731510382828)
25465HORACE HARDING EXPY11362.0,POINT (-73.726698882534 40.763877834604)
112MACDOUGAL STREET10012.0,POINT (-74.000811815001 40.729591804121)
301931ST AVE11106.0,POINT (-73.92402452867 40.76462000865)
9DEKALB AVENUE11201.0,POINT (-73.982540160325 40.689977962403)
10402JAMAICA AVE11418.0,POINT (-73.843296231969 40.695175099033)
99BANK STREET10014.0,POINT (-74.006502408016 40.736450789832)
2017FULTON STREET11233.0,POINT (-73.914039072106 40.678454686599)
17522 AVENUE10128.0,POINT (-73.949263566687 40.781253437507)
16EAST   41 STREET10017.0,POINT (-73.980534994853 40.752445797062)
1720ATLANTIC AVENUE11213.0,POINT (-73.933876240094 40.677592263741)
1384BROADWAY10018.0,POINT (-73.987378221704 40.752570268071)
469IRVING AVENUE11237.0,POINT (-73.908153328365 40.695481453613)
21272 AVENUE10029.0,POINT (-73.940821824968 40.792845974339)
98108QUEENS BLVD11374.0,POINT (-73.85453866675 40.727237885744)
4STUYVESANT AVENUE11221.0,POINT (-73.934780538057 40.696583878552)
190ORCHARD STREET10002.0,POINT (-73.988159658373 40.72211719715)
510727TH ST11101.0,POINT (-73.942792627254 40.739672787152)
163CHRYSTIE STREET10002.0,POINT (-73.992543128273 40.720671073555)
414BRIGHTON BEACH AVENUE11235.0,POINT (-73.963047997559 40.577247867813)
15832 AVENUE10028.0,POINT (-73.953532090009 40.775433620871)
460PARK AVENUE SOUTH10016.0,POINT (-73.98280354871 40.745084709851)
1351WEBSTER AVENUE10456.0,POINT (-73.907959626701 40.835255356069)
118-12QUEENS BOULEVARD11375.0,POINT (-73.83205611952 40.714973720179)
10408ATLANTIC AVE11416.0,POINT (-73.840797724968 40.69041495728)
2740BROADWAY10025.0,POINT (-73.967954965416 40.80057498786)
39EAST   31 STREET10016.0,POINT (-73.983875253939 40.745664010259)
2499 AVENUE10001.0,POINT (-74.000339251634 40.747860952156)
64COURT STREET11201.0,POINT (-73.991266211778 40.691974409515)
3521JUNCTION BLVD11368.0,POINT (-73.871626511642 40.753034381611)
2962FULTON STREET11208.0,POINT (-73.885364037204 40.6797004261)
176PERRY STREET10014.0,POINT (-74.009742517159 40.73461431316)
80NORTH    6 STREET11249.0,POINT (-73.961277127961 40.719105750868)
557FLATBUSH AVENUE11225.0,POINT (-73.960612187196 40.660254831413)
9419ASTORIA BLVD11369.0,POINT (-73.875007823229 40.762957683758)
14052 AVENUE10021.0,POINT (-73.957734841566 40.769674003087)
282ATLANTIC AVENUE11201.0,POINT (-73.98962957952 40.688757398679)
671 AVENUE10003.0,POINT (-73.986950460906 40.725328443105)
171GRAND STREET11249.0,POINT (-73.961503409183 40.714593427657)
180WEST STREET11222.0,POINT (-73.959796759643 40.733158446185)
